ANO;NOME_AGREGA;AGREGA;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;T_FREQ5A6;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND11A13;T_FUND15A17;T_FUND18M;T_FUND18A24;T_FUND25M;T_MED18A20;T_MED25M;T_SUPER25M;R1040;R2040;RDPC;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;RDPCT;RIND;RMPOB;RPOB;PRENTRAB;PIND;PMPOB;PPOB;GINI;THEIL;POP;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18M;POP18A20;POP18A24;POP25M;POP65M;POPT;POPTOT;I_ESCOLARIDADE;I_FREQ_PROP;IDHM_E;IDHM_L;IDHM_R;IDHM
2014;RM Belm;1500;74,88;16,61;7,59;40,63;9,66;3,46;3,62;4,12;24,01;20,96;94,65;96,33;54,18;16,39;90,30;98,24;89,36;38,11;84,63;59,12;70,26;84,59;67,44;44,10;49,94;12,01;12,15;8,38;611,70;138,13;263,85;385,55;581,49;1684,95;2441,65;615,15;28,25;83,62;164,78;77,04;2,53;7,94;27,89;0,492;0,421;2019893;65000;296114;410471;108934;114357;1729854;1615497;114362;265242;1350255;166749;2008583;2019893;0,703;0,695;0,698;0,831;0,697;0,742
2015;RM Belm;1500;71,91;17,09;7,70;39,59;9,99;3,23;3,40;3,94;20,24;15,68;94,43;96,51;53,21;17,37;93,55;98,81;88,75;38,49;90,52;59,63;73,64;85,84;71,28;44,42;51,59;12,23;11,89;8,22;606,69;145,47;258,18;385,74;580,45;1659,77;2399,82;606,69;38,34;98,35;172,62;77,22;1,38;7,91;28,74;0,486;0,409;2170415;63070;291814;405775;102967;113961;1757958;1643997;120471;265938;1378059;170543;2170415;2170415;0,736;0,720;0,726;0,782;0,696;0,735
2011;RM Fortaleza;2300;74,12;15,83;7,31;43,87;8,56;9,18;9,77;11,62;17,19;13,34;93,87;96,09;54,70;15,59;93,83;97,87;84,85;30,19;88,48;63,00;65,30;84,41;61,12;48,23;43,58;9,73;14,45;9,93;576,18;111,39;224,45;346,73;540,40;1666,76;2425,93;582,72;29,85;87,99;158,78;77,12;3,84;13,39;36,59;0,522;0,470;3609610;107699;551196;749807;200848;198611;2854424;2655813;204955;477377;2178436;271486;3569062;3609610;0,653;0,734;0,706;0,819;0,687;0,737
2012;RM Fortaleza;2300;74,38;14,97;7,83;42,76;8,62;9,18;9,85;11,71;19,17;15,77;94,42;97,15;54,49;15,08;93,59;98,35;86,38;28,55;87,28;62,34;65,21;86,26;60,43;47,02;42,25;10,43;13,40;9,18;598,35;125,45;244,27;361,26;559,03;1697,82;2477,77;603,86;27,19;84,08;161,53;76,09;3,43;10,22;31,67;0,510;0,452;3601009;94185;529592;738743;187024;209151;2924925;2715774;208167;502472;2213302;293957;3568165;3601009;0,652;0,726;0,700;0,823;0,693;0,739
2013;RM Fortaleza;2300;74,63;14,20;7,75;41,98;8,96;8,74;9,32;11,01;19,16;15,04;93,24;97,45;49,20;16,40;97,01;98,40;82,87;28,23;86,99;58,13;66,41;85,31;62,17;53,21;44,55;10,66;12,96;8,83;591,02;121,02;252,52;372,08;561,58;1648,85;2419,63;599,88;26,80;77,50;157,78;73,96;4,19;10,27;30,74;0,504;0,437;3570717;106796;538741;757106;196639;218365;2965420;2747055;219325;502915;2244140;293825;3517964;3570717;0,664;0,738;0,713;0,827;0,691;0,744
2014;RM Fortaleza;2300;74,87;13,48;8,32;41,64;8,90;8,88;9,40;11,19;15,63;11,22;92,55;97,27;51,86;18,34;97,01;98,40;81,42;31,42;91,64;64,02;65,02;85,06;60,62;52,46;44,31;10,23;10,87;7,59;604,57;146,47;271,18;403,00;597,42;1585,83;2270,90;606,26;33,42;85,33;169,28;76,67;1,92;6,54;26,99;0,471;0,385;3757741;101969;509140;709695;182237;200555;3021628;2821073;226621;507781;2313292;318438;3747243;3757741;0,650;0,763;0,723;0,831;0,695;0,750
2015;RM Fortaleza;2300;73,62;15,07;8,39;42,19;9,00;8,70;9,28;10,92;13,26;10,33;93,25;96,71;57,82;18,51;96,27;98,36;83,48;29,79;93,61;68,37;66,88;85,90;62,92;56,79;45,08;9,91;11,97;8,17;564,03;123,82;244,23;373,45;559,51;1503,69;2202,50;564,14;39,46;88,92;157,23;77,12;3,48;10,93;31,14;0,485;0,426;3739407;104383;516977;718312;171615;201335;3040916;2839581;216193;489360;2350221;324138;3738699;3739407;0,669;0,788;0,746;0,810;0,684;0,747
2011;RM Recife;2600;74,33;15,96;8,10;41,27;8,96;7,78;8,23;9,44;21,05;17,87;92,81;95,59;53,44;14,67;91,53;98,11;82,33;31,47;87,32;66,06;67,95;83,46;65,17;51,92;47,07;11,11;16,43;11,00;575,04;93,07;215,31;334,12;540,34;1695,71;2533,72;588,33;22,02;76,37;149,98;72,53;6,48;15,70;38,61;0,543;0,518;3246759;103863;522880;718781;192891;195901;3003081;2807180;186286;427008;2380172;308289;3173389;3246759;0,680;0,742;0,721;0,822;0,687;0,743
2012;RM Recife;2600;74,83;14,83;8,88;42,56;9,21;8,09;8,54;9,87;24,97;21,83;93,55;95,88;51,74;14,52;93,86;98,19;85,30;28,10;84,94;61,86;67,83;85,30;64,81;52,12;47,61;11,39;13,10;9,09;610,55;120,15;255,08;384,44;589,62;1704,67;2456,86;619,13;26,66;75,75;154,70;73,61;4,49;10,59;29,56;0,505;0,443;3624778;102295;533697;722330;198030;188633;3031947;2843314;179197;419883;2423431;340615;3574547;3624778;0,678;0,732;0,714;0,831;0,697;0,747
2013;RM Recife;2600;75,31;13,88;9,29;42,97;9,24;8,87;9,39;10,74;19,42;17,43;92,86;94,98;53,65;17,25;94,66;98,63;82,43;30,80;86,82;66,87;67,15;85,35;63,96;53,07;48,51;11,51;13,11;9,06;606,42;115,88;256,67;391,04;596,56;1687,51;2441,65;615,59;28,57;73,31;150,18;72,63;5,17;11,13;29,40;0,504;0,447;3423336;98810;513691;702233;177987;188542;3062412;2873870;191173;428391;2445479;358908;3372333;3423336;0,672;0,754;0,725;0,839;0,696;0,753
2014;RM Recife;2600;75,78;13,08;9,68;43,38;9,56;6,69;7,09;8,11;19,03;16,36;93,74;95,75;55,36;19,16;96,05;98,28;84,29;31,77;86,90;64,61;68,47;87,71;65,33;60,06;51,50;13,96;14,52;9,89;696,88;133,93;271,67;426,36;652,29;2005,01;2944,82;700,58;32,52;82,85;160,20;73,02;2,98;8,27;27,32;0,521;0,480;3517021;88738;501137;684829;175048;183692;3092180;2908488;189069;408339;2500149;377017;3498414;3517021;0,685;0,769;0,740;0,846;0,718;0,768
2015;RM Recife;2600;73,48;13,26;10,63;42,49;9,46;8,00;8,52;9,77;19,32;15,93;93,13;95,54;53,04;17,87;96,94;98,50;84,67;30,65;90,33;63,81;67,79;86,59;64,58;55,15;50,40;13,30;14,94;9,94;630,37;121,47;247,39;373,42;572,82;1833,49;2755,77;630,81;37,82;85,22;156,74;70,24;3,78;11,09;30,89;0,527;0,503;3891802;90035;493916;693219;176469;199303;3167457;2968154;203210;433095;2535059;416557;3889047;3891802;0,678;0,766;0,735;0,808;0,702;0,748
2011;RM Salvador;2900;74,74;16,77;6,26;39,49;9,58;5,04;5,36;6,04;29,91;25,12;94,87;97,42;47,22;15,58;94,35;98,59;87,60;33,45;81,04;53,58;69,71;81,34;67,55;46,74;52,41;11,91;17,88;11,93;737,71;120,39;258,84;403,82;635,93;2262,72;3389,55;745,62;29,30;85,31;156,86;78,46;3,92;11,58;30,03;0,561;0,560;3621977;110466;532981;729254;185972;196273;2974166;2777893;181616;436562;2341331;238723;3583594;3621977;0,697;0,689;0,692;0,829;0,727;0,749
2012;RM Salvador;2900;75,02;14,62;6,74;39,05;9,84;4,59;4,86;5,63;29,79;23,50;94,78;97,23;42,60;15,47;94,01;98,23;88,58;37,12;83,85;47,43;70,73;81,97;68,67;41,39;54,02;12,55;18,57;12,35;775,73;127,19;264,28;406,18;663,17;2417,49;3635,02;787,40;24,18;82,93;155,45;78,86;3,56;10,07;27,72;0,569;0,563;3621727;104219;528579;722655;193148;194076;3032624;2838548;201255;439639;2398909;259925;3568055;3621727;0,707;0,667;0,680;0,834;0,735;0,750
2013;RM Salvador;2900;75,29;13,91;6,93;38,75;10,07;4,60;4,84;5,51;27,06;22,35;93,62;96,68;45,26;15,71;95,11;98,01;84,53;34,80;84,77;51,41;72,13;81,13;70,53;42,44;55,90;14,08;18,96;12,50;862,80;138,12;294,02;452,68;724,32;2700,14;4096,25;875,38;23,31;67,61;153,85;80,52;3,76;7,93;23,69;0,572;0,578;3586331;98294;530525;722932;193386;192407;3075344;2882937;194658;436088;2446849;269911;3534781;3586331;0,721;0,684;0,696;0,838;0,752;0,762
2014;RM Salvador;2900;75,56;13,27;7,23;37,59;10,00;4,02;4,27;4,91;25,95;19,58;94,51;96,98;46,60;18,15;97,55;98,46;87,19;37,27;86,63;53,86;72,83;82,66;71,11;45,59;56,33;13,42;15,86;10,68;838,39;156,87;312,27;471,94;744,01;2504,72;3719,83;839,51;42,55;87,83;162,14;78,52;2,12;7,08;21,15;0,541;0,521;3866150;105364;500718;709494;171095;208776;3138265;2929489;190105;436605;2492884;283844;3860996;3866150;0,728;0,709;0,715;0,843;0,748;0,769
2015;RM Salvador;2900;73,23;18,11;7,78;37,23;10,15;3,54;3,74;4,26;24,91;19,20;94,62;97,58;46,97;19,49;96,58;98,86;85,92;37,52;84,74;54,83;73,12;82,67;71,49;46,92;56,75;13,15;14,16;9,60;728,17;145,40;292,98;443,40;661,88;2103,39;3103,29;729,74;41,77;89,78;159,98;75,98;2,42;7,87;23,74;0,520;0,478;3896521;98107;500249;705522;171667;205273;3194018;2988745;191169;436083;2552662;308074;3888122;3896521;0,731;0,708;0,715;0,804;0,725;0,748
2011;RM Belo Horizonte;3100;76,25;13,19;8,13;40,64;9,38;4,12;4,36;5,18;19,70;17,31;94,14;97,91;57,99;17,76;91,33;98,77;84,82;28,62;89,46;67,09;66,24;88,34;61,78;52,66;46,16;15,35;14,47;9,85;935,05;187,49;365,31;548,87;851,29;2723,05;3998,43;942,86;16,06;82,82;172,64;78,20;1,51;4,39;17,07;0,524;0,472;4696429;126884;688542;953304;256721;264762;4022263;3757501;262656;631048;3126453;412794;4657517;4696429;0,662;0,751;0,720;0,854;0,765;0,780
2012;RM Belo Horizonte;3100;76,56;12,54;7,69;39,44;9,55;3,69;3,87;4,51;16,05;12,99;95,10;97,95;62,16;20,38;93,29;98,71;87,12;31,08;91,95;70,37;66,80;86,31;63,07;51,56;47,44;15,57;14,06;9,54;1033,50;216,08;411,36;606,67;939,78;2994,10;4409,77;1039,27;19,74;81,76;169,60;80,07;1,12;3,03;12,18;0,521;0,467;4936403;136263;677343;924055;236779;246712;4067973;3821261;254267;612184;3209077;394085;4908994;4936403;0,668;0,768;0,733;0,859;0,781;0,791
2013;RM Belo Horizonte;3100;76,85;11,93;7,94;39,58;9,58;4,01;4,25;4,94;14,29;11,34;95,45;98,93;62,56;18,89;95,16;99,28;87,36;31,15;92,60;70,30;68,79;88,28;65,21;50,98;48,94;16,39;13,56;9,37;1024,37;213,41;416,27;614,81;941,21;2949,32;4269,55;1035,43;12,54;63,76;168,44;78,97;1,53;3,01;12,47;0,513;0,444;4955320;124268;671845;925598;243716;253753;4111918;3858165;244505;598439;3259726;410480;4902404;4955320;0,688;0,773;0,743;0,864;0,780;0,796
2014;RM Belo Horizonte;3100;77,14;11,37;8,82;39,84;9,63;3,58;3,80;4,40;14,29;10,63;94,74;98,35;58,76;21,07;93,82;98,73;87,13;31,33;93,30;66,20;68,03;88,58;64,36;56,70;48,91;16,60;13,00;8,92;1050,01;227,17;441,80;637,23;963,31;2983,56;4349,92;1054,24;22,00;74,63;172,62;79,30;1,07;2,55;11,12;0,508;0,446;5071449;138286;642263;904639;224545;262376;4183960;3921584;258284;594655;3326929;459233;5051107;5071449;0,680;0,775;0,742;0,869;0,784;0,798
2015;RM Belo Horizonte;3100;76,97;11,41;9,21;39,07;9,71;3,52;3,71;4,31;11,01;6,69;95,36;98,23;58,82;22,42;95,03;99,08;87,41;33,00;96,60;66,50;69,78;90,90;65,94;58,20;50,55;17,02;13,72;9,39;974,01;198,85;396,86;587,38;885,79;2797,22;4086,14;979,82;27,00;84,71;161,35;77,46;1,66;4,74;13,80;0,515;0,461;5147982;124613;628105;880656;218728;252551;4257836;4005285;274433;616528;3388757;483646;5117444;5147982;0,698;0,791;0,759;0,866;0,772;0,799
2011;RM Rio de Janeiro;3300;75,68;13,25;10,51;42,80;9,75;2,92;3,08;3,45;27,45;23,82;95,04;97,06;49,82;17,29;92,29;98,51;88,22;33,87;82,64;56,89;70,67;87,41;68,00;46,78;50,10;15,93;16,29;11,01;926,52;164,99;336,94;525,98;835,14;2763,26;4087,93;937,22;23,13;80,34;166,20;72,63;2,46;6,44;20,14;0,543;0,512;10383633;279435;1531933;2103646;570363;571713;9641587;9069874;532640;1246434;7823440;1258571;10265113;10383633;0,707;0,697;0,700;0,845;0,764;0,770
2012;RM Rio de Janeiro;3300;76,02;12,80;11,47;45,24;10,03;3,18;3,36;3,78;23,19;19,90;94,67;97,64;52,23;17,59;92,13;98,57;86,51;33,42;84,76;61,37;71,46;86,28;69,20;48,19;51,37;16,70;15,72;10,65;972,16;171,51;366,43;561,34;893,05;2865,15;4226,88;990,76;14,09;65,89;151,53;73,45;2,85;6,05;17,04;0,539;0,497;10576818;299985;1514626;2073113;523388;558487;9660285;9101798;509978;1205066;7896732;1379328;10378309;10576818;0,715;0,716;0,716;0,850;0,771;0,779
2013;RM Rio de Janeiro;3300;76,37;12,38;11,63;42,57;10,20;3,20;3,37;3,71;21,43;17,66;95,39;98,76;54,91;19,10;94,62;99,31;88,32;35,09;86,80;62,45;73,09;87,48;70,89;51,17;53,74;18,11;15,62;10,77;1032,97;180,54;390,52;595,23;950,00;3075,37;4458,78;1056,80;14,09;52,07;147,28;74,76;3,32;5,41;15,03;0,538;0,490;10964116;288712;1414384;2007307;495182;592923;9878608;9285685;527543;1230546;8055139;1404684;10716852;10964116;0,731;0,738;0,735;0,856;0,781;0,791
2014;RM Rio de Janeiro;3300;76,70;11,98;12,02;43,34;10,28;2,54;2,67;2,98;20,31;16,58;95,21;97,88;53,89;17,40;93,95;98,77;87,83;34,54;88,74;61,31;73,91;88,31;71,77;49,51;54,71;17,99;15,32;10,37;1076,16;205,45;407,05;619,17;968,53;3175,63;4691,27;1078,89;32,14;80,81;169,29;73,67;1,39;3,43;13,32;0,533;0,501;11567565;267807;1374707;1907728;443532;533021;9923752;9390731;529119;1214551;8176180;1458992;11538387;11567565;0,739;0,734;0,736;0,862;0,788;0,795
2015;RM Rio de Janeiro;3300;75,88;11,89;12,26;43,40;10,40;2,34;2,46;2,77;19,51;15,98;95,67;97,66;56,13;17,47;96,01;99,11;90,04;33,27;86,93;63,90;75,87;89,80;73,71;49,14;55,89;18,36;15,83;10,53;1005,80;199,63;373,63;564,68;868,74;3019,31;4538,43;1008,23;38,79;93,22;172,35;73,98;1,08;3,75;14,71;0,541;0,510;11837501;286522;1355724;1936382;456780;580658;9988792;9408134;592092;1258504;8149630;1493564;11808914;11837501;0,759;0,740;0,746;0,848;0,777;0,790
2011;RM So Paulo;3500;76,52;12,57;8,17;41,30;9,87;3,03;3,16;3,64;12,24;9,96;95,21;96,22;66,24;17,53;95,79;99,03;85,05;25,99;91,88;78,74;74,04;94,16;70,49;66,86;52,94;18,01;13,20;9,13;982,00;199,46;406,00;606,07;931,04;2763,88;3995,28;994,21;9,77;71,26;167,00;83,48;1,77;4,21;14,49;0,507;0,437;18915431;560276;2860305;3777314;1042340;917009;16170809;15253800;924516;2291456;12962344;1674394;18682962;18915431;0,740;0,833;0,801;0,859;0,773;0,811
2012;RM So Paulo;3500;76,87;12,14;8,72;42,00;10,15;3,02;3,19;3,55;10,93;8,82;95,50;97,10;70,72;18,85;91,60;98,89;86,91;28,76;95,15;80,83;73,55;93,34;70,34;65,75;55,66;18,88;13,71;9,52;1083,88;216,20;435,18;652,61;1018,79;3100,81;4465,45;1099,14;9,00;50,94;163,52;80,94;1,84;3,04;11,96;0,517;0,454;19088349;532124;2784056;3711029;966321;926973;16347929;15420956;925905;2157252;13263704;1801791;18823350;19088349;0,736;0,833;0,799;0,865;0,789;0,818
2013;RM So Paulo;3500;77,21;11,75;8,89;41,43;10,21;3,06;3,24;3,71;9,08;7,36;95,07;96,71;70,18;18,92;95,70;99,22;86,01;28,31;96,46;81,92;75,41;93,19;72,39;64,68;56,07;20,00;14,28;9,82;1141,80;220,97;452,25;670,72;1063,42;3304,03;4805,77;1154,70;16,72;54,01;155,46;83,00;2,01;3,49;10,98;0,522;0,472;18571235;544773;2720671;3709139;960801;988468;16571961;15583493;1033160;2266351;13317142;1850307;18363751;18571235;0,754;0,847;0,815;0,870;0,797;0,827
2014;RM So Paulo;3500;77,53;11,38;9,44;40,60;10,29;3,21;3,41;3,90;7,36;4,82;95,21;96,66;70,18;22,58;94,83;99,28;86,65;31,89;96,82;81,83;73,87;93,09;70,69;64,77;56,39;20,80;14,69;10,04;1188,35;231,36;460,76;687,53;1088,04;3476,01;5083,84;1196,48;16,67;64,04;164,74;83,01;1,33;2,70;10,10;0,529;0,486;18973176;522852;2586207;3621504;817024;1035297;16903532;15868235;1003077;2255621;13612614;1981215;18844282;18973176;0,739;0,846;0,808;0,876;0,804;0,829
2015;RM So Paulo;3500;77,79;10,16;9,95;40,26;10,43;2,94;3,12;3,56;7,46;5,78;95,04;97,34;73,45;21,56;97,56;99,48;86,23;31,74;96,76;84,93;75,51;94,55;72,45;64,91;57,89;21,47;14,06;9,56;1045,89;203,25;422,06;631,34;981,95;2987,70;4394,87;1058,40;16,52;64,95;153,16;81,73;2,10;4,34;12,64;0,516;0,460;19834192;527943;2502091;3579507;830089;1077416;17171915;16094499;1017181;2229015;13865484;2103228;19599783;19834192;0,755;0,860;0,824;0,880;0,783;0,829
2011;RM Curitiba;4100;76,51;10,72;6,97;40,22;9,44;4,11;4,32;5,01;18,62;14,55;91,10;95,12;53,11;20,16;83,52;97,09;80,51;29,91;91,16;64,41;66,94;86,96;63,04;53,87;47,15;16,04;11,36;8,15;997,74;220,47;435,66;646,57;1017,48;2672,48;3727,64;1007,98;9,79;69,94;169,99;81,05;1,44;3,23;11,96;0,480;0,392;3157692;94173;445039;628212;169741;183173;2592087;2408914;160411;392771;2016143;230804;3125610;3157692;0,669;0,732;0,711;0,859;0,776;0,782
2012;RM Curitiba;4100;76,85;10,26;7,53;40,28;9,98;2,96;3,18;3,68;14,11;11,45;90,13;94,44;54,41;20,94;93,81;97,12;77,84;31,18;90,68;69,27;70,73;86,19;67,77;55,01;51,42;19,41;12,22;8,60;1104,26;234,06;476,06;693,94;1069,49;3055,10;4339,88;1117,66;9,33;59,85;156,79;84,05;1,59;3,06;9,93;0,495;0,414;3222130;88187;441433;621886;165944;180453;2640660;2460207;167728;395030;2065177;252291;3183497;3222130;0,707;0,772;0,750;0,864;0,792;0,802
2013;RM Curitiba;4100;77,18;9,82;8,27;40,54;10,00;2,87;3,03;3,45;12,68;10,26;93,86;96,69;60,68;20,84;92,23;98,66;83,76;29,98;94,19;74,36;73,42;88,89;70,66;55,47;53,36;19,64;11,60;8,24;1128,20;240,24;503,64;735,05;1104,50;3063,65;4315,68;1140,09;20,46;55,31;158,22;81,82;1,98;3,17;9,80;0,485;0,406;3236029;85736;429997;585921;152812;155924;2690969;2535045;162580;383803;2151242;280275;3202268;3236029;0,734;0,791;0,771;0,870;0,795;0,812
2014;RM Curitiba;4100;77,51;9,42;8,06;39,85;10,12;2,64;2,79;3,22;12,04;9,61;94,32;96,42;60,34;23,15;93,72;99,37;84,98;32,51;92,76;72,80;74,46;90,89;71,65;59,61;54,05;20,06;10,33;7,54;1134,27;274,29;515,46;754,73;1147,31;2978,85;4080,14;1139,00;10,08;76,22;176,41;80,83;0,64;1,84;7,29;0,463;0,365;3330942;95314;437460;600021;133546;162561;2724477;2561916;165316;373936;2187980;275862;3317122;3330942;0,745;0,797;0,779;0,875;0,796;0,817
2015;RM Curitiba;4100;76,78;9,71;9,33;40,13;10,19;3,03;3,20;3,63;9,13;6,81;93,55;95,73;61,82;20,11;92,47;99,10;83,48;29,03;97,19;76,35;73,74;89,35;71,26;59,52;55,04;21,73;12,06;8,36;1108,18;248,76;482,19;697,76;1071,62;3055,23;4408,27;1115,61;10,95;76,31;159,97;80,59;1,05;2,83;8,70;0,491;0,412;3388196;89326;427436;595996;136864;168560;2791722;2623162;158965;360680;2262482;322763;3365623;3388196;0,737;0,814;0,788;0,863;0,792;0,814
2011;RM Porto Alegre;4300;76,62;10,79;8,71;42,01;9,56;2,97;3,10;3,57;25,26;21,21;92,00;94,81;52,02;20,00;71,03;96,75;83,37;31,64;87,10;62,92;67,26;86,93;63,79;46,74;46,71;13,88;13,27;9,19;987,17;202,72;405,62;596,79;941,41;2794,70;4035,68;995,53;18,16;80,93;168,99;75,89;1,43;4,11;14,22;0,508;0,443;3954634;109914;551189;758017;196351;206828;3267041;3060213;192879;458965;2601248;359498;3921398;3954634;0,673;0,669;0,671;0,860;0,774;0,768
2012;RM Porto Alegre;4300;76,93;10,48;9,46;42,05;9,61;2,65;2,81;3,22;27,17;22,23;92,25;95,98;51,33;20,93;73,03;97,14;83,78;32,83;86,18;61,05;65,25;84,86;61,94;48,17;46,60;14,18;12,82;8,83;1023,55;211,10;433,37;630,00;977,98;2845,44;4130,88;1034,23;13,26;72,59;158,84;75,10;1,55;4,04;12,24;0,504;0,435;3984313;97945;546821;765884;201285;219063;3314988;3095925;198011;447925;2648000;392548;3943168;3984313;0,653;0,671;0,665;0,866;0,780;0,770
2013;RM Porto Alegre;4300;77,22;10,18;10,26;42,84;9,74;2,60;2,74;3,02;22,92;19,86;92,03;95,72;53,59;19,89;75,77;97,68;81,39;31,14;87,69;65,48;68,48;85,86;65,81;42,46;48,07;16,06;14,32;9,73;1120,03;212,12;449,19;676,89;1030,02;3216,13;4735,38;1134,94;18,73;62,27;150,97;75,02;2,21;4,24;11,59;0,520;0,465;3947103;94992;532911;738664;189027;205753;3348502;3142749;183200;418007;2724742;428009;3895235;3947103;0,685;0,679;0,681;0,870;0,794;0,782
2014;RM Porto Alegre;4300;77,51;9,80;10,43;39,93;9,90;2,70;2,84;3,22;19,22;14,47;91,47;95,40;50,75;20,48;77,63;97,33;81,66;30,33;91,32;63,44;68,44;86,24;65,48;50,06;49,14;15,76;12,36;8,61;1119,61;240,74;480,55;703,15;1065,15;3104,08;4456,52;1125,96;22,08;74,76;166,07;74,61;1,08;2,76;9,76;0,495;0,423;4021666;92432;476349;674673;154962;198324;3432210;3233886;204048;459918;2773968;437249;3998995;4021666;0,684;0,706;0,699;0,875;0,794;0,789
2015;RM Porto Alegre;4300;77,50;9,88;10,45;40,95;10,10;2,13;2,20;2,46;19,84;14,89;92,76;96,46;49,19;19,75;78,07;98,20;83,52;31,63;92,37;60,55;70,33;86,48;67,85;47,81;50,73;16,97;12,64;8,79;1046,75;218,50;445,67;652,93;992,85;2920,15;4197,62;1053,42;18,75;78,04;158,91;73,75;1,49;3,87;11,39;0,501;0,438;4035601;96855;492893;695443;175765;202550;3425621;3223071;201570;430194;2792877;439763;4010062;4035601;0,703;0,697;0,699;0,875;0,783;0,786
2011;RIDE DF;5300;76,74;12,91;5,65;39,85;10,77;3,15;3,33;3,95;21,81;19,57;95,29;97,80;61,59;25,81;87,82;98,45;88,99;38,40;85,42;69,79;78,08;89,47;75,75;55,87;61,28;25,34;23,64;16,34;1458,64;180,21;404,21;650,97;1281,53;4774,31;6907,70;1479,15;16,47;73,07;163,38;80,86;2,33;5,33;16,94;0,603;0,667;2566685;72979;376560;507494;132465;130934;2065930;1934996;141069;329044;1605952;151185;2531111;2566685;0,781;0,747;0,758;0,862;0,837;0,819
2012;RIDE DF;5300;77,05;12,63;6,31;41,79;10,82;3,49;3,64;4,32;19,65;17,00;95,84;97,52;64,91;25,24;90,98;98,76;90,37;38,65;89,38;71,33;78,67;92,32;75,76;59,06;61,87;26,55;21,26;14,98;1450,19;186,52;417,68;704,69;1412,05;4526,83;6421,94;1463,10;20,61;74,34;156,52;80,27;1,94;5,04;15,04;0,582;0,629;2617469;77761;400182;527627;140306;127445;2104765;1977320;142087;346429;1630891;172766;2594378;2617469;0,787;0,777;0,780;0,868;0,836;0,828
2013;RIDE DF;5300;77,35;12,35;6,14;38,95;10,88;3,19;3,38;3,98;16,56;13,43;95,27;97,67;57,27;31,84;92,88;98,83;88,59;44,99;90,84;65,55;77,82;93,03;74,86;63,78;62,78;27,91;20,08;14,21;1532,22;211,08;459,21;772,19;1466,96;4762,45;6731,17;1548,97;16,80;67,22;161,60;79,89;1,74;3,81;12,87;0,574;0,599;2546176;75704;410508;544239;153502;133731;2187728;2053997;155312;334519;1719478;172044;2518649;2546176;0,778;0,783;0,781;0,873;0,844;0,833
2014;RIDE DF;5300;77,64;12,10;6,99;39,89;10,98;2,73;2,89;3,35;14,07;10,36;95,81;97,53;60,98;30,59;91,32;98,92;89,55;41,40;95,15;68,44;78,59;92,33;76,03;61,02;62,86;28,18;20,32;14,45;1606,40;229,66;466,93;788,17;1510,80;5034,04;7077,43;1608,54;34,39;78,22;178,36;78,57;0,97;2,31;11,40;0,577;0,616;2760072;80813;395204;538229;132036;143025;2246546;2103521;149428;329953;1773568;200051;2756412;2760072;0,786;0,790;0,789;0,877;0,852;0,839
2015;RIDE DF;5300;77,85;10,76;7,74;38,49;11,21;3,00;3,19;3,70;14,78;10,77;96,16;98,21;62,62;32,36;93,72;98,89;91,92;45,77;92,62;68,88;79,84;90,67;77,88;61,67;65,70;30,69;18,39;13,29;1508,74;224,12;472,94;765,78;1472,61;4631,29;6408,41;1515,93;18,97;87,79;162,14;78,60;1,01;3,94;11,52;0,563;0,581;2872689;77570;380343;540981;127535;160638;2338835;2178197;151553;333924;1844273;226527;2859063;2872689;0,798;0,792;0,794;0,881;0,842;0,839
